Fecha,Satisfaccion_Normalizada,Tiempo_Lanzamiento_Normalizado,Adopcion_Agil_Normalizada,Cultura_Agilismo
1999-01-31,2.0209790209790217,2.3877551020408165,3.0122013218098633,2.4283785355468126
1999-02-28,1.0745920745920747,4.959183673469388,1.3274021352313166,2.3158125724470415
1999-03-31,3.129370629370629,4.714285714285714,3.2257244534824605,3.6337513020787044
1999-04-30,3.1899766899766897,2.5918367346938775,3.5083884087442807,3.106058219022123
1999-05-31,4.6037296037296045,1.816326530612245,4.47635993899339,3.7292977823735325
1999-06-30,1.869463869463869,2.836734693877551,4.53431621759024,2.959100821225885
1999-07-31,2.069930069930069,2.4285714285714284,1.814438230808338,2.100874925785958
1999-08-31,4.476689976689977,4.142857142857143,4.404168784951703,4.3547837690186455
1999-09-30,2.9347319347319347,3.4489795918367347,2.805795627859685,3.0503253398016996
1999-10-31,3.600233100233101,2.2244897959183674,4.270971021860701,3.388731485426961
1999-11-30,1.8438228438228434,1.7755102040816326,4.042196237925776,2.48284107013136
1999-12-31,1.0,3.0,3.386375190645653,2.3159125571936956
2000-01-31,1.6864801864801868,3.816326530612245,1.640569395017794,2.3116608522810864
2000-02-29,2.803030303030303,1.489795918367347,2.1326893746822573,2.207957709127003
2000-03-31,4.002331002331004,1.4489795918367347,4.071682765632945,3.257131108173305
2000-04-30,2.440559440559441,1.0408163265306123,3.7534316217590233,2.414498160710667
2000-05-31,2.174825174825175,3.2448979591836737,1.903914590747331,2.4145738349093717
2000-06-30,3.511655011655012,1.816326530612245,2.0645653279105236,2.5689295622188353
2000-07-31,3.6550116550116556,2.795918367346939,1.6822572445348247,2.805457345569191
2000-08-31,1.0536130536130537,3.612244897959184,3.256227758007117,2.481987018235112
2000-09-30,4.890442890442891,1.9387755102040818,3.502287747839349,3.5884961335901857
2000-10-31,4.685314685314687,2.5510204081632653,1.4422979156075242,3.0721213712571114
2000-11-30,1.877622377622378,1.7755102040816326,2.0899847483477374,1.910697436777762
2000-12-31,4.11888111888112,2.7142857142857144,3.2125063548551096,3.4255900682946954
2001-01-31,4.075757575757576,4.714285714285714,1.43823080833757,3.476057987090016
2001-02-28,2.2797202797202805,3.6530612244897958,2.837315709201831,2.8590011919956
2001-03-31,2.2937062937062933,4.918367346938775,3.0965937976614137,3.3219708608625744
2001-04-30,3.9766899766899764,3.326530612244898,1.9933909506863245,3.186652459555358
2001-05-31,3.0256410256410255,2.673469387755102,3.176919166243009,2.9653729764558436
2001-06-30,4.949883449883451,1.489795918367347,2.820030503304525,3.2729013064549424
2001-07-31,1.869463869463869,2.3877551020408165,1.3589222165734622,1.8717887433698313
2001-08-31,3.368298368298368,2.3877551020408165,5.0,3.563645877931592
2001-09-30,3.326340326340326,4.918367346938775,1.4189120488052875,3.2317199492593494
2001-10-31,3.7261072261072266,1.693877551020408,3.7524148449415358,3.1243306092314738
2001-11-30,4.993006993006994,3.1224489795918364,4.556685307574988,4.300943083352845
2001-12-31,1.0466200466200464,4.755102040816326,2.1520081342145403,2.4907810711572784
2002-01-31,4.002331002331004,3.204081632653061,1.8896797153024911,3.1290608053190674
2002-02-28,1.0221445221445218,1.3673469387755102,2.4590747330960863,1.5567843104192876
2002-03-31,3.9090909090909087,4.877551020408164,4.266903914590747,4.306972844136037
2002-04-30,2.8426573426573434,2.7142857142857144,3.3060498220640575,2.943163597967869
2002-05-31,1.2599067599067597,1.0816326530612246,1.0,1.1284524998810712
2002-06-30,1.623543123543123,3.979591836734694,2.171326893746823,2.4946928685617045
2002-07-31,2.722610722610723,4.020408163265306,3.1647178444331474,3.244582091353825
2002-08-31,3.125874125874126,4.836734693877551,3.2074224707676673,3.6635967997432157
2002-09-30,1.4044289044289044,4.020408163265306,3.347737671581088,2.77221531222548
2002-10-31,4.019813519813519,3.979591836734694,2.1926792069140824,3.459606721020041
2002-11-30,1.2948717948717952,4.224489795918368,2.182511438739197,2.4400490883459875
2002-12-31,2.7249417249417247,4.755102040816326,3.5297407219115398,3.5754295187950493
2003-01-31,2.05944055944056,4.387755102040816,4.172343670564311,3.391805855557762
2003-02-28,4.037296037296038,1.0408163265306123,1.6497203863751908,2.4220794287901564
2003-03-31,1.7191142191142195,4.591836734693878,2.313675648195221,2.7592994025124176
2003-04-30,2.9627039627039635,3.489795918367347,3.2501270971021854,3.2070584897224452
2003-05-31,4.994172494172494,1.7346938775510203,2.3787493645144893,3.2317019702886505
2003-06-30,1.0058275058275055,2.2653061224489797,3.0782918149466187,2.0054103835496817
2003-07-31,5.0,2.673469387755102,1.6415861718352822,3.294516667877115
2003-08-31,2.327505827505828,3.8979591836734695,2.842399593289273,2.953109964091154
2003-09-30,1.6981351981351978,1.979591836734694,4.12353838332486,2.5101931452719453
2003-10-31,2.125874125874126,5.0,4.756990340620234,3.7774467525357203
2003-11-30,1.1340326340326339,2.9591836734693877,1.4463650228774785,1.7752776625171134
2003-12-31,3.5372960372960374,4.3061224489795915,2.176410777834265,3.359678382962572
2004-01-31,2.9137529137529143,1.1224489795918369,1.698525673614642,2.0117935614631093
2004-02-29,1.621212121212121,4.877551020408164,1.1067615658362993,2.4437786243581874
2004-03-31,1.8589743589743597,1.7755102040816326,1.6781901372648704,1.779699845993695
2004-04-30,1.8193473193473197,3.0816326530612246,4.707168276563294,3.0643792066262834
2004-05-31,4.160839160839162,4.469387755102041,3.5978647686832734,4.084511421471259
2004-06-30,1.5279720279720284,4.469387755102041,4.094051855617693,3.1802206944047313
2004-07-31,2.558275058275059,4.877551020408164,2.2526690391459074,3.1623760411762447
2004-08-31,3.3951048951048954,1.0,1.2084392475851555,2.020573732317505
2004-09-30,1.5489510489510483,4.224489795918368,3.5663446873411293,2.9568307645582683
2004-10-31,1.4720279720279719,2.9183673469387754,4.438739196746315,2.795943151916716
2004-11-30,4.902097902097903,3.489795918367347,4.3441789527198775,4.311031622165329
2004-12-31,3.6258741258741267,2.7551020408163267,2.383833248601932,2.992030237175128
2005-01-31,3.4825174825174825,2.795918367346939,1.2735129639044234,2.6138363923824013
2005-02-28,2.395104895104895,1.816326530612245,3.4321301474326384,2.532578961455423
2005-03-31,1.9009324009324016,3.571428571428571,2.383833248601932,2.5469515063821118
2005-04-30,4.564102564102565,4.1020408163265305,3.866293848500254,4.216141425089061
2005-05-31,3.632867132867134,2.3877551020408165,1.4311133706151502,2.598807394943644
2005-06-30,4.1468531468531475,1.693877551020408,1.8439247585155063,2.7200819516020336
2005-07-31,4.445221445221446,3.9387755102040813,2.074733096085409,3.582141159975425
2005-08-31,2.4743589743589736,4.510204081632653,2.0798169801728523,2.966749908285241
2005-09-30,3.6491841491841503,2.4285714285714284,4.470259278088459,3.5293228716716265
2005-10-31,3.2389277389277384,3.36734693877551,3.5734621250635485,3.3778138147228125
2005-11-30,2.0337995337995345,2.2244897959183674,2.3543467208947635,2.187170768563753
2005-12-31,2.4638694638694645,2.795918367346939,1.4636502287747841,2.263418364384303
2006-01-31,1.5361305361305355,4.510204081632653,4.719369598373157,3.3833243184539574
2006-02-28,2.0279720279720275,4.346938775510204,2.8932384341637016,2.9832419740909826
2006-03-31,3.372960372960373,2.673469387755102,3.015251652262329,3.0558004611893788
2006-04-30,4.008158508158509,3.2448979591836737,3.8195221148957805,3.72258942548724
2006-05-31,1.8170163170163178,2.7551020408163267,2.2974072191154047,2.242559304786046
2006-06-30,4.64918414918415,4.142857142857143,4.265887137773259,4.382296943862781
2006-07-31,4.8135198135198145,1.4489795918367347,4.070665988815454,3.5813015996035826
2006-08-31,3.315850815850817,4.428571428571429,4.526182003050331,4.012766355826855
2006-09-30,4.486013986013987,1.5306122448979593,1.77783426537875,2.7869395474886076
2006-10-31,3.7214452214452214,1.7755102040816326,1.5521098118962886,2.486864093371465
2006-11-30,2.6596736596736594,1.5714285714285716,1.8195221148957805,2.0811546697667698
2006-12-31,4.355477855477855,3.0,4.8291814946619205,4.090945590589718
2007-01-31,2.209169072898059,2.648765232322552,3.3385866802236905,2.6798732029230963
2007-02-28,2.7096227441094625,2.520349839077458,4.56176919166243,3.2084848068657514
2007-03-31,4.011175665356939,3.7158661089584912,4.181494661921708,3.9736784974068353
2007-04-30,3.5149869210159514,1.8051762063812702,2.0889679715302494,2.5742380217798364
2007-05-31,2.344451535949258,3.719310402783892,4.176410777834266,3.306496968565151
2007-06-30,3.1194339293113895,2.772728250593348,3.1596339603457047,3.027482235006272
2007-07-31,2.407596591630231,3.144369064807845,2.1947127605490593,2.5647631842591636
2007-08-31,3.7834055379534233,3.1982296410397906,1.173868835790544,2.8249917582304698
2007-09-30,4.147252414089264,3.431294701106416,1.1982714794102698,3.0477708197907116
2007-10-31,3.242378436385818,2.8195564484460323,1.2623284189120494,2.521516834761752
2007-11-30,3.6024815189186117,3.8913319010152176,3.970005083884088,3.7993937030372362
2007-12-31,2.8495224986005026,3.263962664622744,1.6924250127097102,2.6267253026399375
