"date","initiative_id","initiative_type","metric_name","department","responsible_team","target_value","metric_value","completion_percentage","impact_value","status"
2014-12-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,43.89,43.89,0,"In Progress"
2015-01-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,43.9,43.9,1014767,"In Progress"
2015-01-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,53.15,53.15,0,"Advanced"
2015-01-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,47.53,47.53,0,"In Progress"
2015-01-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,48.12,48.12,0,"In Progress"
2015-01-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,57.97,57.97,1142537,"Advanced"
2015-01-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,54.29,54.29,1005040,"Advanced"
2015-01-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,45.49,45.49,1229392,"In Progress"
2015-01-01,"REG001","sensing","compliance_score","Legal","Compliance",100,49.35,49.35,0,"In Progress"
2015-01-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,46.74,46.74,0,"In Progress"
2015-02-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,41.19,41.19,921201,"In Progress"
2015-02-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,51.79,51.79,0,"Advanced"
2015-02-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,52.98,52.98,0,"Advanced"
2015-02-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,46.27,46.27,0,"In Progress"
2015-02-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,55.1,55.1,1217907,"Advanced"
2015-02-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,45.82,45.82,1205019,"In Progress"
2015-02-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,47.15,47.15,1197560,"In Progress"
2015-02-01,"REG001","sensing","compliance_score","Legal","Compliance",100,53.27,53.27,0,"Advanced"
2015-02-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,53.85,53.85,0,"Advanced"
2015-03-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,44.94,44.94,1331774,"In Progress"
2015-03-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,46.46,46.46,0,"In Progress"
2015-03-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,53.18,53.18,0,"Advanced"
2015-03-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,54.04,54.04,0,"Advanced"
2015-03-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,56.88,56.88,1123029,"Advanced"
2015-03-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,68.46,68.46,1154724,"Advanced"
2015-03-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,51.11,51.11,1259769,"Advanced"
2015-03-01,"REG001","sensing","compliance_score","Legal","Compliance",100,61,61,0,"Advanced"
2015-03-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,47.33,47.33,0,"In Progress"
2015-04-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,47.74,47.74,1513575,"In Progress"
2015-04-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,41.36,41.36,0,"In Progress"
2015-04-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,58.18,58.18,0,"Advanced"
2015-04-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,42.63,42.63,0,"In Progress"
2015-04-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,52.39,52.39,1242432,"Advanced"
2015-04-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,56.78,56.78,1242424,"Advanced"
2015-04-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,59.64,59.64,1277263,"Advanced"
2015-04-01,"REG001","sensing","compliance_score","Legal","Compliance",100,54,54,0,"Advanced"
2015-04-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,58.77,58.77,0,"Advanced"
2015-05-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,58.47,58.47,1251626,"Advanced"
2015-05-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,48.99,48.99,0,"In Progress"
2015-05-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,59.11,59.11,0,"Advanced"
2015-05-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,50.42,50.42,0,"Advanced"
2015-05-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,64,64,1205705,"Advanced"
2015-05-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,70.73,70.73,1182170,"Advanced"
2015-05-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,60.1,60.1,1277077,"Advanced"
2015-05-01,"REG001","sensing","compliance_score","Legal","Compliance",100,61.77,61.77,0,"Advanced"
2015-05-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,57.33,57.33,0,"Advanced"
2015-06-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,49.68,49.68,1353072,"In Progress"
2015-06-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,52.83,52.83,0,"Advanced"
2015-06-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,56.56,56.56,0,"Advanced"
2015-06-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,50.21,50.21,0,"Advanced"
2015-06-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,61.55,61.55,1337160,"Advanced"
2015-06-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,64.04,64.04,1162974,"Advanced"
2015-06-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,55.92,55.92,1217000,"Advanced"
2015-06-01,"REG001","sensing","compliance_score","Legal","Compliance",100,64.27,64.27,0,"Advanced"
2015-06-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,58.99,58.99,0,"Advanced"
2015-07-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,55.26,55.26,1429099,"Advanced"
2015-07-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,57.85,57.85,0,"Advanced"
2015-07-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,60.86,60.86,0,"Advanced"
2015-07-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,53.42,53.42,0,"Advanced"
2015-07-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,61.46,61.46,1301623,"Advanced"
2015-07-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,70.79,70.79,1399667,"Advanced"
2015-07-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,52.09,52.09,1262137,"Advanced"
2015-07-01,"REG001","sensing","compliance_score","Legal","Compliance",100,64.49,64.49,0,"Advanced"
2015-07-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,55.63,55.63,0,"Advanced"
2015-08-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,56.4,56.4,1286520,"Advanced"
2015-08-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,60.15,60.15,0,"Advanced"
2015-08-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,57.05,57.05,0,"Advanced"
2015-08-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,53.39,53.39,0,"Advanced"
2015-08-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,60.06,60.06,1320447,"Advanced"
2015-08-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,65.6,65.6,1375808,"Advanced"
2015-08-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,57.47,57.47,1201112,"Advanced"
2015-08-01,"REG001","sensing","compliance_score","Legal","Compliance",100,73.81,73.81,0,"Advanced"
2015-08-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,69.37,69.37,0,"Advanced"
2015-09-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,53.78,53.78,1360253,"Advanced"
2015-09-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,60.78,60.78,0,"Advanced"
2015-09-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,66.51,66.51,0,"Advanced"
2015-09-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,54.33,54.33,0,"Advanced"
2015-09-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,66.6,66.6,1404221,"Advanced"
2015-09-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,70.05,70.05,1370906,"Advanced"
2015-09-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,60.93,60.93,1393064,"Advanced"
2015-09-01,"REG001","sensing","compliance_score","Legal","Compliance",100,63.53,63.53,0,"Advanced"
2015-09-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,62.17,62.17,0,"Advanced"
2015-10-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,59.38,59.38,1269966,"Advanced"
2015-10-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,53.75,53.75,0,"Advanced"
2015-10-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,62.72,62.72,0,"Advanced"
2015-10-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,62.14,62.14,0,"Advanced"
2015-10-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,66.07,66.07,1407119,"Advanced"
2015-10-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,70.59,70.59,1440620,"Advanced"
2015-10-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,65.12,65.12,1519481,"Advanced"
2015-10-01,"REG001","sensing","compliance_score","Legal","Compliance",100,72.26,72.26,0,"Advanced"
2015-10-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,56.93,56.93,0,"Advanced"
2015-11-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,67.63,67.63,1404493,"Advanced"
2015-11-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,65.1,65.1,0,"Advanced"
2015-11-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,76.76,76.76,0,"Near Completion"
2015-11-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,56.87,56.87,0,"Advanced"
2015-11-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,69.8,69.8,1418321,"Advanced"
2015-11-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,70.7,70.7,1600429,"Advanced"
2015-11-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,63.67,63.67,1572501,"Advanced"
2015-11-01,"REG001","sensing","compliance_score","Legal","Compliance",100,71.11,71.11,0,"Advanced"
2015-11-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,65.62,65.62,0,"Advanced"
2015-12-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,65.22,65.22,1574023,"Advanced"
2015-12-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,61.4,61.4,0,"Advanced"
2015-12-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,61.28,61.28,0,"Advanced"
2015-12-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,69.61,69.61,0,"Advanced"
2015-12-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,68.12,68.12,1484880,"Advanced"
2015-12-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,72.79,72.79,1448568,"Advanced"
2015-12-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,76.83,76.83,1523931,"Near Completion"
2015-12-01,"REG001","sensing","compliance_score","Legal","Compliance",100,72.19,72.19,0,"Advanced"
2015-12-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,60.08,60.08,0,"Advanced"
2016-01-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,65.28,65.28,1527701,"Advanced"
2016-01-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,65.85,65.85,0,"Advanced"
2016-01-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,68.13,68.13,0,"Advanced"
2016-01-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,60.07,60.07,0,"Advanced"
2016-01-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,82.28,82.28,1554545,"Near Completion"
2016-01-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,79.41,79.41,1484125,"Near Completion"
2016-01-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,68.95,68.95,1503295,"Advanced"
2016-01-01,"REG001","sensing","compliance_score","Legal","Compliance",100,77.08,77.08,0,"Near Completion"
2016-01-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,68.79,68.79,0,"Advanced"
2016-02-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,65.12,65.12,1575395,"Advanced"
2016-02-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,67.23,67.23,0,"Advanced"
2016-02-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,75.42,75.42,0,"Near Completion"
2016-02-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,67.34,67.34,0,"Advanced"
2016-02-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,76.85,76.85,1615457,"Near Completion"
2016-02-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,76.06,76.06,1536881,"Near Completion"
2016-02-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,66.76,66.76,1908344,"Advanced"
2016-02-01,"REG001","sensing","compliance_score","Legal","Compliance",100,72.58,72.58,0,"Advanced"
2016-02-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,70.12,70.12,0,"Advanced"
2016-03-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,60,60,1625477,"Advanced"
2016-03-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,70.54,70.54,0,"Advanced"
2016-03-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,75.89,75.89,0,"Near Completion"
2016-03-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,70.99,70.99,0,"Advanced"
2016-03-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,83.29,83.29,1781750,"Near Completion"
2016-03-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,70.06,70.06,1485596,"Advanced"
2016-03-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,73.12,73.12,1706155,"Advanced"
2016-03-01,"REG001","sensing","compliance_score","Legal","Compliance",100,73.14,73.14,0,"Advanced"
2016-03-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,76.62,76.62,0,"Near Completion"
2016-04-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,75.34,75.34,1499547,"Near Completion"
2016-04-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,70.64,70.64,0,"Advanced"
2016-04-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,73.03,73.03,0,"Advanced"
2016-04-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,73.03,73.03,0,"Advanced"
2016-04-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,69.47,69.47,1547586,"Advanced"
2016-04-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,79.7,79.7,1754460,"Near Completion"
2016-04-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,71.26,71.26,1811550,"Advanced"
2016-04-01,"REG001","sensing","compliance_score","Legal","Compliance",100,78.43,78.43,0,"Near Completion"
2016-04-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,79.82,79.82,0,"Near Completion"
2016-05-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,66.13,66.13,1796596,"Advanced"
2016-05-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,65.25,65.25,0,"Advanced"
2016-05-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,73.1,73.1,0,"Advanced"
2016-05-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,71.06,71.06,0,"Advanced"
2016-05-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,80.41,80.41,1698057,"Near Completion"
2016-05-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,84.63,84.63,1735296,"Near Completion"
2016-05-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,78,78,1684942,"Near Completion"
2016-05-01,"REG001","sensing","compliance_score","Legal","Compliance",100,89.79,89.79,0,"Near Completion"
2016-05-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,74.25,74.25,0,"Advanced"
2016-06-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,77.29,77.29,1620315,"Near Completion"
2016-06-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,77.28,77.28,0,"Near Completion"
2016-06-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,79.76,79.76,0,"Near Completion"
2016-06-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,74.49,74.49,0,"Advanced"
2016-06-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,81.28,81.28,1817442,"Near Completion"
2016-06-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,86.77,86.77,1777128,"Near Completion"
2016-06-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,80.14,80.14,1753841,"Near Completion"
2016-06-01,"REG001","sensing","compliance_score","Legal","Compliance",100,84.39,84.39,0,"Near Completion"
2016-06-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,82.57,82.57,0,"Near Completion"
2016-07-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,84.07,84.07,1778058,"Near Completion"
2016-07-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,77.6,77.6,0,"Near Completion"
2016-07-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,80.9,80.9,0,"Near Completion"
2016-07-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,80.04,80.04,0,"Near Completion"
2016-07-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,80.76,80.76,1965264,"Near Completion"
2016-07-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,88.58,88.58,1793754,"Near Completion"
2016-07-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,82.47,82.47,1840490,"Near Completion"
2016-07-01,"REG001","sensing","compliance_score","Legal","Compliance",100,87.37,87.37,0,"Near Completion"
2016-07-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,87.01,87.01,0,"Near Completion"
2016-08-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,71.63,71.63,1796634,"Advanced"
2016-08-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,76.64,76.64,0,"Near Completion"
2016-08-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,75.16,75.16,0,"Near Completion"
2016-08-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,71.58,71.58,0,"Advanced"
2016-08-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,94.34,94.34,1878769,"Near Completion"
2016-08-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,80.57,80.57,1789833,"Near Completion"
2016-08-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,75.87,75.87,1997567,"Near Completion"
2016-08-01,"REG001","sensing","compliance_score","Legal","Compliance",100,86.96,86.96,0,"Near Completion"
2016-08-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,79.43,79.43,0,"Near Completion"
2016-09-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,82.56,82.56,1857957,"Near Completion"
2016-09-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,80.08,80.08,0,"Near Completion"
2016-09-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,84.72,84.72,0,"Near Completion"
2016-09-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,76.25,76.25,0,"Near Completion"
2016-09-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,83.56,83.56,1877417,"Near Completion"
2016-09-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,91.14,91.14,1800499,"Near Completion"
2016-09-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,85.51,85.51,1849133,"Near Completion"
2016-09-01,"REG001","sensing","compliance_score","Legal","Compliance",100,91.57,91.57,0,"Near Completion"
2016-09-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,81.8,81.8,0,"Near Completion"
2016-10-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,80.27,80.27,2e+06,"Near Completion"
2016-10-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,81.95,81.95,0,"Near Completion"
2016-10-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,87.19,87.19,0,"Near Completion"
2016-10-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,82.74,82.74,0,"Near Completion"
2016-10-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,92.74,92.74,1889931,"Near Completion"
2016-10-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,95,95,2e+06,"Near Completion"
2016-10-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,87.7,87.7,2e+06,"Near Completion"
2016-10-01,"REG001","sensing","compliance_score","Legal","Compliance",100,87.34,87.34,0,"Near Completion"
2016-10-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,89.15,89.15,0,"Near Completion"
2016-11-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,76.51,76.51,1904279,"Near Completion"
2016-11-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,84.13,84.13,0,"Near Completion"
2016-11-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,88.93,88.93,0,"Near Completion"
2016-11-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,81.3,81.3,0,"Near Completion"
2016-11-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,95,95,1998934,"Near Completion"
2016-11-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,95,95,1824087,"Near Completion"
2016-11-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,82.15,82.15,1760567,"Near Completion"
2016-11-01,"REG001","sensing","compliance_score","Legal","Compliance",100,95,95,0,"Near Completion"
2016-11-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,88.97,88.97,0,"Near Completion"
2016-12-01,"ALL001","reconfiguring","digital_alliances_established","Partnership","Strategy",100,78.56,78.56,1925606,"Near Completion"
2016-12-01,"DEC001","reconfiguring","data_based_decisions","Executive","Management",100,85,85,0,"Near Completion"
2016-12-01,"DS001","seizing","data_lake_migration","IT","Data Engineering",100,85.52,85.52,0,"Near Completion"
2016-12-01,"ORG001","reconfiguring","areas_reorganized","Strategy","Change Management",100,85,85,0,"Near Completion"
2016-12-01,"PAT001","sensing","customer_patterns_identified","Analytics","Data Science",100,95,95,2e+06,"Near Completion"
2016-12-01,"PRO001","sensing","processes_optimized","Operations","Process Excellence",100,94.04,94.04,2e+06,"Near Completion"
2016-12-01,"PROD001","seizing","new_products_launched","Product","Innovation",100,90,90,1951811,"Near Completion"
2016-12-01,"REG001","sensing","compliance_score","Legal","Compliance",100,95,95,0,"Near Completion"
2016-12-01,"TRN001","seizing","staff_trained_analytics","HR","L&D",100,90,90,0,"Near Completion"
